id,Details,NDVI_TAMU,NDVI_WSU,Yield
223,HiRain_SWW_SP,0.92943337,0.530909399,81.504
224,HiRain_SWW_SP,0.927418809,0.545708405,78.016
225,HiRain_SWW_SP,0.944292377,0.594611455,92.096
226,HiRain_SWW_SP,0.947155658,0.616076228,87.744
227,HiRain_SWW_SP,0.935206637,0.563679426,93.696
228,HiRain_SWW_SP,0.937804488,0.581395403,90.208
229,HiRain_SWW_SP,0.941148303,0.579737079,75.84
230,HiRain_SWW_SP,0.948876652,0.614044076,95.008
231,HiRain_SWW_SP,0.92255985,0.490488892,92.544
232,HiRain_SWW_SP,0.966723492,0.719175796,97.056
233,HiRain_SWW_SP,0.961608141,0.684649992,98.208
234,HiRain_SWW_SP,0.967362917,0.732417616,96.48
235,HiRain_SWW_SP,0.968611447,0.737551094,104.448
236,HiRain_SWW_SP,0.960579083,0.68430875,108.096
237,HiRain_SWW_SP,0.953282767,0.6520107,92.704
238,HiRain_SWW_SP,0.956124063,0.669505309,96.48
239,HiRain_SWW_SP,0.956018072,0.681725942,85.856
240,HiRain_SWW_SP,0.964378525,0.721064306,96.896
241,HiRain_SWW_SP,0.950519742,0.644870296,87.328
242,HiRain_SWW_SP,0.966388517,0.745117327,88.32
243,HiRain_SWW_SP,0.914319402,0.526440019,71.328
244,HiRain_SWW_SP,0.963983576,0.710621512,81.344
245,HiRain_SWW_SP,0.958016238,0.684327659,86.304
246,HiRain_SWW_SP,0.95929532,0.678168869,82.944
247,HiRain_SWW_SP,0.957363511,0.670780783,85.44
248,HiRain_SWW_SP,0.955932639,0.673190611,90.208
249,HiRain_SWW_SP,0.943365216,0.609381589,77.856
250,HiRain_SWW_SP,0.954409122,0.669596484,98.208
1,Metribuzin_Trail_NoSpray,0.964426876,0.700872797,119.424
2,Metribuzin_Trail_NoSpray,0.967072717,0.725018829,118.688
3,Metribuzin_Trail_NoSpray,0.968804434,0.750275085,119.872
4,Metribuzin_Trail_NoSpray,0.976972433,0.801280757,126.816
5,Metribuzin_Trail_NoSpray,0.964195648,0.722979493,114.912
6,Metribuzin_Trail_NoSpray,0.974050399,0.775020499,129.312
7,Metribuzin_Trail_NoSpray,0.972800964,0.768937834,120.448
8,Metribuzin_Trail_NoSpray,0.971982233,0.76423033,132.64
9,Metribuzin_Trail_NoSpray,0.973659457,0.775506136,118.56
10,Metribuzin_Trail_NoSpray,0.970163545,0.762015052,108.96
11,Metribuzin_Trail_NoSpray,0.962442357,0.727299251,98.368
12,Metribuzin_Trail_NoSpray,0.965855685,0.736123109,91.392
13,Metribuzin_Trail_NoSpray,0.96858326,0.758038535,100.256
14,Metribuzin_Trail_NoSpray,0.961196352,0.684536356,104.16
15,Metribuzin_Trail_NoSpray,0.966872438,0.735443426,104.32
16,Metribuzin_Trail_NoSpray,0.965576517,0.730449981,112.448
17,Metribuzin_Trail_NoSpray,0.967965188,0.740748909,80.352
18,Metribuzin_Trail_NoSpray,0.944601037,0.614869039,84.256
19,Metribuzin_Trail_NoSpray,0.954465128,0.661486702,87.456
20,Metribuzin_Trail_NoSpray,0.961311941,0.709393091,82.816
21,Metribuzin_Trail_NoSpray,0.968186295,0.735918398,104.736
22,Metribuzin_Trail_NoSpray,0.969164607,0.75132115,101.248
23,Metribuzin_Trail_NoSpray,0.947436595,0.615302288,85.728
24,Metribuzin_Trail_NoSpray,0.965540287,0.727134103,90.816
25,Metribuzin_Trail_NoSpray,0.955176941,0.659090126,86.432
26,Metribuzin_Trail_NoSpray,0.963993626,0.711459964,83.84
27,Metribuzin_Trail_NoSpray,0.967193485,0.734204053,95.008
28,Metribuzin_Trail_NoSpray,0.969319403,0.760684969,89.344
29,Metribuzin_Trail_NoSpray,0.95249207,0.646114209,91.104
30,Metribuzin_Trail_NoSpray,0.96884294,0.749930189,87.328
31,Metribuzin_Trail_NoSpray,0.953406042,0.678689047,82.368
32,Metribuzin_Trail_NoSpray,0.965359976,0.718309494,104.736
33,Metribuzin_Trail_NoSpray,0.967574737,0.736178905,100.832
34,Metribuzin_Trail_NoSpray,0.971058137,0.760236047,101.696
35,Metribuzin_Trail_NoSpray,0.967904558,0.750507108,96.48
36,Metribuzin_Trail_NoSpray,0.961963542,0.717109075,94.88
1,Metribuzin_Trial_Spray,0.948247174,0.611215418,101.536
2,Metribuzin_Trial_Spray,0.949624508,0.628910845,94.272
3,Metribuzin_Trial_Spray,0.964398557,0.715388628,110.112
4,Metribuzin_Trial_Spray,0.956155949,0.679480926,105.472
5,Metribuzin_Trial_Spray,0.944537236,0.635555903,75.104
6,Metribuzin_Trial_Spray,0.960416286,0.694192036,91.968
7,Metribuzin_Trial_Spray,0.963229021,0.711424777,90.816
8,Metribuzin_Trial_Spray,0.957123253,0.681080708,102.144
9,Metribuzin_Trial_Spray,0.962757818,0.706626728,105.92
10,Metribuzin_Trial_Spray,0.962495397,0.702039981,103.584
11,Metribuzin_Trial_Spray,0.964571592,0.728198204,104.16
12,Metribuzin_Trial_Spray,0.96640348,0.730517732,103.744
13,Metribuzin_Trial_Spray,0.966490932,0.74633627,108.672
14,Metribuzin_Trial_Spray,0.953215207,0.638602781,101.856
15,Metribuzin_Trial_Spray,0.963688089,0.711309645,111.296
16,Metribuzin_Trial_Spray,0.966849749,0.730785493,118.272
17,Metribuzin_Trial_Spray,0.967400762,0.734000993,61.152
18,Metribuzin_Trial_Spray,0.941029253,0.583739419,80.48
19,Metribuzin_Trial_Spray,0.951844455,0.636129935,86.304
20,Metribuzin_Trial_Spray,0.963297786,0.709763667,90.656
21,Metribuzin_Trial_Spray,0.962817036,0.711767338,96.896
